i,j,formula,eigvals,dopant_options
1748,2,ClF2FeO209Pd159RbSr51,"[0.00000000e+00+1.70721022e-05j 0.00000000e+00+1.30067652e-05j
 1.10072788e-05+0.00000000e+00j ... 7.26953350e-02+0.00000000e+00j
 7.29554908e-02+0.00000000e+00j 7.30786320e-02+0.00000000e+00j]","{'Mn', 'La', 'Cl', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
1748,3,ClCsO210Pd158Sr53,"[0.00000000e+00+1.60139069e-05j 0.00000000e+00+7.24042820e-06j
 2.08787090e-05+0.00000000e+00j ... 6.91552770e-02+0.00000000e+00j
 6.92001770e-02+0.00000000e+00j 6.94355478e-02+0.00000000e+00j]","{'Mn', 'La', 'Cl', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
1750,0,Cd96O288Sn96,"[1.97993785e-05+0.j 3.06889026e-05+0.j 5.25731052e-05+0.j ...
 6.95091079e-02+0.j 6.95093744e-02+0.j 7.04973114e-02+0.j]","{'Cd', 'Sn', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'Ge', 'F'}"
1750,1,Cd92Cl2F4Ge3LiNaO278Sn91,"[0.00000000e+00+1.95546289e-05j 1.69553226e-05+0.00000000e+00j
 3.71175939e-05+0.00000000e+00j ... 7.80529189e-02+0.00000000e+00j
 7.97947982e-02+0.00000000e+00j 8.04076214e-02+0.00000000e+00j]","{'Cd', 'Sn', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'Ge', 'F'}"
1750,2,Cd93ClCoF2Ge2NaO283Sn94,"[0.00000000e+00+3.24625008e-03j 0.00000000e+00+3.20550340e-05j
 8.90555478e-06+0.00000000e+00j ... 7.33151315e-02+0.00000000e+00j
 7.45245896e-02+0.00000000e+00j 7.70397380e-02+0.00000000e+00j]","{'Cd', 'Sn', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'Ge', 'F'}"
1750,4,Cd93Cl5F2Ge2O280Sn95,"[0.00000000e+00+3.09383388e-05j 0.00000000e+00+2.52372222e-05j
 2.79192364e-05+0.00000000e+00j ... 7.48543793e-02+0.00000000e+00j
 7.50961018e-02+0.00000000e+00j 7.58255890e-02+0.00000000e+00j]","{'Cd', 'Sn', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'Ge', 'F'}"
1750,5,Cd95F4LiO282Sn95,"[0.00000000e+00+3.27588283e-05j 2.77208666e-05+0.00000000e+00j
 2.88108341e-05+0.00000000e+00j ... 7.34298981e-02+0.00000000e+00j
 7.56087432e-02+0.00000000e+00j 7.61423165e-02+0.00000000e+00j]","{'Cd', 'Sn', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'Ge', 'F'}"
1750,6,Cd98Cl6CoFLiO273Sn88,"[0.00000000e+00+2.0144919e-05j 2.28393917e-05+0.0000000e+00j
 2.66228022e-05+0.0000000e+00j ... 7.84410971e-02+0.0000000e+00j
 7.89363080e-02+0.0000000e+00j 8.25084180e-02+0.0000000e+00j]","{'Cd', 'Sn', 'Cl', 'Na', 'Co', 'Ta', 'Li', 'Fe', 'Ge', 'F'}"
1753,0,Cs108F252Ti36,"[0.00000000e+00+2.11311701e-05j 1.80837010e-05+0.00000000e+00j
 2.26655762e-05+0.00000000e+00j ... 7.35924273e-02+0.00000000e+00j
 7.35925087e-02+0.00000000e+00j 7.45346902e-02+0.00000000e+00j]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'Ta', 'Mg', 'Zn'}"
1753,1,BaCs104F236O8SrTi36,"[0.        +2.10298659e-03j 0.        +4.48408749e-04j
 0.        +1.93992230e-05j ... 0.11097449+0.00000000e+00j
 0.11202619+0.00000000e+00j 0.1136286 +0.00000000e+00j]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'Ta', 'Mg', 'Zn'}"
1753,2,BaCs105F248O3SrTi36,"[0.        +0.00519625j 0.        +0.00448588j 0.        +0.00220612j ...
 0.07360399+0.j         0.07432714+0.j         0.1120421 +0.j        ]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'Ta', 'Mg', 'Zn'}"
1753,3,BaCs106F238O9Ti35,"[0.        +2.24603859e-03j 0.        +1.44225048e-03j
 0.        +6.71362197e-05j ... 0.11187782+0.00000000e+00j
 0.11437641+0.00000000e+00j 0.12517724+0.00000000e+00j]","{'O', 'Nb', 'Mn', 'Ba', 'Sr', 'Sb', 'Na', 'Ta', 'Mg', 'Zn'}"
1755,0,Cl216K144Mn36,"[0.        +0.0025312j  0.        +0.00253004j 0.        +0.00171732j ...
 0.02310163+0.j         0.0231017 +0.j         0.02332977+0.j        ]","{'O', 'Ba', 'Sr', 'Sc', 'Ir', 'Na', 'S', 'Li', 'Ca'}"
1755,3,BaCaCl213K138Mn36O3SSr2,"[0.        +0.00335162j 0.        +0.0029141j  0.        +0.00278133j ...
 0.04565496+0.j         0.08788991+0.j         0.08957731+0.j        ]","{'O', 'Ba', 'Sr', 'Sc', 'Ir', 'Na', 'S', 'Li', 'Ca'}"
1757,0,Cl216Cr54Li108,"[0.        +0.00041797j 0.        +0.00041696j 0.        +0.00025508j ...
 0.04244443+0.j         0.04244457+0.j         0.04244469+0.j        ]","{'O', 'Zr', 'Mn', 'Sc', 'S', 'Fe', 'Se', 'F'}"
1757,3,Cl212Cr53Li108S,"[0.00000000e+00+2.14353591e-05j 8.78963459e-06+0.00000000e+00j
 2.35519196e-05+0.00000000e+00j ... 5.20158643e-02+0.00000000e+00j
 5.21890221e-02+0.00000000e+00j 5.37486425e-02+0.00000000e+00j]","{'O', 'Zr', 'Mn', 'Sc', 'S', 'Fe', 'Se', 'F'}"
1761,0,Cl144Ga144Te144,"[0.00000000e+00+1.08112275e-05j 0.00000000e+00+8.19231515e-06j
 8.97525669e-06+0.00000000e+00j ... 4.36396824e-02+0.00000000e+00j
 4.36399445e-02+0.00000000e+00j 4.36917469e-02+0.00000000e+00j]","{'Ti', 'Ni', 'I', 'Nb', 'Cu', 'W', 'Co', 'Te', 'Li', 'Mg'}"
1761,1,Cl139Ga138LiTe143,"[0.00000000e+00+9.24634259e-06j 5.13856243e-06+0.00000000e+00j
 8.56345373e-06+0.00000000e+00j ... 4.46103364e-02+0.00000000e+00j
 4.50288047e-02+0.00000000e+00j 4.94807534e-02+0.00000000e+00j]","{'Ti', 'Ni', 'I', 'Nb', 'Cu', 'W', 'Co', 'Te', 'Li', 'Mg'}"
1761,2,Cl141Ga141LiMgTe138,"[0.00000000e+00+8.69714611e-06j 0.00000000e+00+1.09988772e-06j
 1.10279934e-05+0.00000000e+00j ... 4.50002315e-02+0.00000000e+00j
 4.50136142e-02+0.00000000e+00j 5.03361409e-02+0.00000000e+00j]","{'Ti', 'Ni', 'I', 'Nb', 'Cu', 'W', 'Co', 'Te', 'Li', 'Mg'}"
1761,3,Cl142Ga142Te143,"[0.00000000e+00+2.89876154e-06j 4.77087167e-06+0.00000000e+00j
 1.27022842e-05+0.00000000e+00j ... 4.43323734e-02+0.00000000e+00j
 4.43945521e-02+0.00000000e+00j 4.56276236e-02+0.00000000e+00j]","{'Ti', 'Ni', 'I', 'Nb', 'Cu', 'W', 'Co', 'Te', 'Li', 'Mg'}"
1761,4,Cl142CuGa144NbTe141,"[0.00000000e+00+8.68737013e-06j 7.30818503e-06+0.00000000e+00j
 1.12003298e-05+0.00000000e+00j ... 4.43561349e-02+0.00000000e+00j
 4.45190332e-02+0.00000000e+00j 4.47648095e-02+0.00000000e+00j]","{'Ti', 'Ni', 'I', 'Nb', 'Cu', 'W', 'Co', 'Te', 'Li', 'Mg'}"
1761,5,Cl141Ga141Te140,"[0.00000000e+00+7.70864565e-06j 0.00000000e+00+4.87593531e-06j
 6.32907685e-06+0.00000000e+00j ... 4.48521023e-02+0.00000000e+00j
 4.48938525e-02+0.00000000e+00j 4.55562236e-02+0.00000000e+00j]","{'Ti', 'Ni', 'I', 'Nb', 'Cu', 'W', 'Co', 'Te', 'Li', 'Mg'}"
1761,6,Cl144Ga139NiTe140,"[0.00000000e+00+1.15590716e-05j 0.00000000e+00+8.27944178e-06j
 1.08152558e-05+0.00000000e+00j ... 4.49899181e-02+0.00000000e+00j
 4.56552542e-02+0.00000000e+00j 4.60744451e-02+0.00000000e+00j]","{'Ti', 'Ni', 'I', 'Nb', 'Cu', 'W', 'Co', 'Te', 'Li', 'Mg'}"
1765,0,Ba128Te256,"[0.00000000e+00+6.84841775e-06j 0.00000000e+00+5.46824936e-06j
 6.11798759e-06+0.00000000e+00j ... 1.69256106e-02+0.00000000e+00j
 1.69256693e-02+0.00000000e+00j 1.71714915e-02+0.00000000e+00j]","{'O', 'Pr', 'La', 'Nd', 'Tl', 'K', 'Ag', 'Bi', 'Rb', 'Ce'}"
1765,2,AgBa123KTe253,"[0.        +1.75100282e-03j 0.        +2.14522274e-04j
 0.        +6.47977644e-06j ... 0.01791465+0.00000000e+00j
 0.01798568+0.00000000e+00j 0.01843427+0.00000000e+00j]","{'O', 'Pr', 'La', 'Nd', 'Tl', 'K', 'Ag', 'Bi', 'Rb', 'Ce'}"
1765,3,Ba128Te255,"[0.00000000e+00+5.26731456e-06j 0.00000000e+00+2.35542172e-06j
 7.59932233e-06+0.00000000e+00j ... 1.68964108e-02+0.00000000e+00j
 1.69032143e-02+0.00000000e+00j 1.71226065e-02+0.00000000e+00j]","{'O', 'Pr', 'La', 'Nd', 'Tl', 'K', 'Ag', 'Bi', 'Rb', 'Ce'}"
1766,0,In72O288P72,"[0.00000000e+00+1.24685102e-04j 0.00000000e+00+8.20128943e-05j
 8.94281104e-05+0.00000000e+00j ... 1.31133233e-01+0.00000000e+00j
 1.31133875e-01+0.00000000e+00j 1.31413060e-01+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Mg', 'Cr', 'F'}"
1766,1,ClCsF2In71O278P71,"[0.        +2.16103522e-03j 0.        +4.34752078e-05j
 0.        +3.49034427e-05j ... 0.1469775 +0.00000000e+00j
 0.14919385+0.00000000e+00j 0.15351616+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Mg', 'Cr', 'F'}"
1766,2,Cl3CrCsFIn68O279P71Sb,"[0.        +4.56151849e-03j 0.        +3.61802081e-05j
 0.        +2.10076821e-05j ... 0.1458947 +0.00000000e+00j
 0.14869588+0.00000000e+00j 0.15493374+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Mg', 'Cr', 'F'}"
1766,3,Cl3CrCsF2In70O278P65Si3,"[0.00000000e+00+3.30860438e-05j 0.00000000e+00+1.68042678e-05j
 3.74583430e-05+0.00000000e+00j ... 1.46877435e-01+0.00000000e+00j
 1.48681673e-01+0.00000000e+00j 1.52705693e-01+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Mg', 'Cr', 'F'}"
1768,0,Br324Mo108,"[0.        +0.00865826j 0.        +0.00863466j 0.        +0.00863465j ...
 0.0270029 +0.j         0.02700298+0.j         0.02709726+0.j        ]","{'O', 'Sb', 'K', 'S', 'Na', 'Cs', 'Rb', 'Ca'}"
1768,2,Br314Cs3Mo107RbS,"[0.        +0.00164921j 0.        +0.00110134j 0.        +0.0008133j  ...
 0.03291477+0.j         0.03370496+0.j         0.05588203+0.j        ]","{'O', 'Sb', 'K', 'S', 'Na', 'Cs', 'Rb', 'Ca'}"
1768,3,Br314CaMo107RbS,"[0.        +0.00265188j 0.        +0.00147322j 0.        +0.00125418j ...
 0.03158071+0.j         0.03169453+0.j         0.05657321+0.j        ]","{'O', 'Sb', 'K', 'S', 'Na', 'Cs', 'Rb', 'Ca'}"
1768,4,Br313CaK2Mo104NaRbSSb,"[0.        +1.42784547e-03j 0.        +1.14155749e-03j
 0.        +1.21357190e-05j ... 0.03359646+0.00000000e+00j
 0.04228961+0.00000000e+00j 0.05656379+0.00000000e+00j]","{'O', 'Sb', 'K', 'S', 'Na', 'Cs', 'Rb', 'Ca'}"
1768,6,Br312K2Mo108ORb3,"[0.        +0.00242607j 0.        +0.00232547j 0.        +0.00214004j ...
 0.03511422+0.j         0.03558483+0.j         0.07934721+0.j        ]","{'O', 'Sb', 'K', 'S', 'Na', 'Cs', 'Rb', 'Ca'}"
1770,0,Ag256O128,"[0.        +0.00194824j 0.        +0.00194806j 0.        +0.00194799j ...
 0.06034809+0.j         0.06034814+0.j         0.06034818+0.j        ]","{'O', 'In', 'Ba', 'N', 'Cl', 'Ga', 'Br', 'F'}"
1770,2,Ag254F2NO123,"[0.        +7.33436175e-04j 0.        +4.38723385e-04j
 0.        +7.25974469e-06j ... 0.06450482+0.00000000e+00j
 0.06583716+0.00000000e+00j 0.06736248+0.00000000e+00j]","{'O', 'In', 'Ba', 'N', 'Cl', 'Ga', 'Br', 'F'}"
1770,3,Ag241F2GaIn5N2O122,"[0.        +0.00301322j 0.        +0.00157049j 0.        +0.00129406j ...
 0.06540521+0.j         0.13408   +0.j         0.14014716+0.j        ]","{'O', 'In', 'Ba', 'N', 'Cl', 'Ga', 'Br', 'F'}"
1771,0,Cl288K96Sn48,"[0.        +0.00500096j 0.        +0.00500088j 0.        +0.00500079j ...
 0.03553008+0.j         0.03573753+0.j         0.03573767+0.j        ]","{'O', 'Cd', 'Ba', 'Sr', 'La', 'Ta', 'S', 'Co', 'Li', 'Ca'}"
1776,0,Cd162I324,"[0.00000000e+00+9.53881984e-06j 0.00000000e+00+4.22379697e-06j
 5.88615149e-06+0.00000000e+00j ... 1.55795149e-02+0.00000000e+00j
 1.55796970e-02+0.00000000e+00j 1.56040661e-02+0.00000000e+00j]","{'O', 'Sn', 'Na', 'S', 'K', 'Cs', 'Ge', 'Se', 'Cr'}"
1776,1,Cd160I311NaS2Se,"[0.00000000e+00+8.47569621e-04j 0.00000000e+00+4.13712055e-06j
 3.81920286e-06+0.00000000e+00j ... 2.87647370e-02+0.00000000e+00j
 2.87764862e-02+0.00000000e+00j 3.01445083e-02+0.00000000e+00j]","{'O', 'Sn', 'Na', 'S', 'K', 'Cs', 'Ge', 'Se', 'Cr'}"
1776,2,Cd157Cr2CsI319,"[0.00000000e+00+6.34239031e-06j 0.00000000e+00+4.10958789e-06j
 6.37009129e-06+0.00000000e+00j ... 1.94732075e-02+0.00000000e+00j
 1.98566833e-02+0.00000000e+00j 1.99293130e-02+0.00000000e+00j]","{'O', 'Sn', 'Na', 'S', 'K', 'Cs', 'Ge', 'Se', 'Cr'}"
1776,3,Cd154CsI316OSSeSn5,"[0.        +7.23783403e-04j 0.        +7.46701701e-06j
 0.        +2.74297935e-06j ... 0.03115886+0.00000000e+00j
 0.04883566+0.00000000e+00j 0.04889493+0.00000000e+00j]","{'O', 'Sn', 'Na', 'S', 'K', 'Cs', 'Ge', 'Se', 'Cr'}"
1776,4,Cd159CrI312O,"[0.00000000e+00+6.57812161e-06j 4.29618403e-06+0.00000000e+00j
 8.04284324e-06+0.00000000e+00j ... 3.07930872e-02+0.00000000e+00j
 4.86906761e-02+0.00000000e+00j 4.86954567e-02+0.00000000e+00j]","{'O', 'Sn', 'Na', 'S', 'K', 'Cs', 'Ge', 'Se', 'Cr'}"
1776,5,Cd156GeI312O3SeSn,"[0.        +8.62336184e-04j 0.        +2.90659578e-05j
 0.        +6.54149419e-06j ... 0.04990921+0.00000000e+00j
 0.05002173+0.00000000e+00j 0.05271572+0.00000000e+00j]","{'O', 'Sn', 'Na', 'S', 'K', 'Cs', 'Ge', 'Se', 'Cr'}"
1776,6,Cd160CsI314KSe,"[0.        +6.49490408e-04j 0.        +6.32379144e-04j
 0.        +5.23102395e-06j ... 0.01838803+0.00000000e+00j
 0.01895572+0.00000000e+00j 0.02020839+0.00000000e+00j]","{'O', 'Sn', 'Na', 'S', 'K', 'Cs', 'Ge', 'Se', 'Cr'}"
1778,0,Cd96P384,"[0.        +1.32819030e-05j 0.        +6.30490031e-06j
 0.        +2.80398430e-06j ... 0.03654272+0.00000000e+00j
 0.03654282+0.00000000e+00j 0.03662827+0.00000000e+00j]","{'I', 'Po', 'Sm', 'Eu', 'Cf', 'Na', 'Ag', 'Li', 'Hg', 'F'}"
1778,1,Cd95FP371,"[0.        +0.0030694j  0.        +0.00287734j 0.        +0.0017448j  ...
 0.04323752+0.j         0.04466802+0.j         0.04776405+0.j        ]","{'I', 'Po', 'Sm', 'Eu', 'Cf', 'Na', 'Ag', 'Li', 'Hg', 'F'}"
1778,2,Cd96NaP381,"[0.        +8.80272195e-03j 0.        +2.04497874e-03j
 0.        +1.65466219e-05j ... 0.04197965+0.00000000e+00j
 0.04341087+0.00000000e+00j 0.04412224+0.00000000e+00j]","{'I', 'Po', 'Sm', 'Eu', 'Cf', 'Na', 'Ag', 'Li', 'Hg', 'F'}"
1778,3,Cd96LiP381,"[0.        +6.47774026e-04j 0.        +1.88794026e-05j
 0.        +1.40303776e-05j ... 0.0436894 +0.00000000e+00j
 0.04453979+0.00000000e+00j 0.04719986+0.00000000e+00j]","{'I', 'Po', 'Sm', 'Eu', 'Cf', 'Na', 'Ag', 'Li', 'Hg', 'F'}"
1778,4,Ag3Cd93FP372,"[0.        +1.78513884e-03j 0.        +7.99248920e-04j
 0.        +1.15217424e-05j ... 0.04269463+0.00000000e+00j
 0.04426213+0.00000000e+00j 0.07744811+0.00000000e+00j]","{'I', 'Po', 'Sm', 'Eu', 'Cf', 'Na', 'Ag', 'Li', 'Hg', 'F'}"
1778,5,Cd95P379,"[0.00000000e+00+1.57772566e-05j 5.35508540e-06+0.00000000e+00j
 1.27423963e-05+0.00000000e+00j ... 3.94698448e-02+0.00000000e+00j
 4.02847426e-02+0.00000000e+00j 4.06859554e-02+0.00000000e+00j]","{'I', 'Po', 'Sm', 'Eu', 'Cf', 'Na', 'Ag', 'Li', 'Hg', 'F'}"
1778,6,Cd95P375,"[0.00000000e+00+6.95501896e-04j 0.00000000e+00+1.03898827e-05j
 1.08667097e-05+0.00000000e+00j ... 4.15737272e-02+0.00000000e+00j
 4.23150139e-02+0.00000000e+00j 4.26105736e-02+0.00000000e+00j]","{'I', 'Po', 'Sm', 'Eu', 'Cf', 'Na', 'Ag', 'Li', 'Hg', 'F'}"
1779,0,Cs96I288Pd48,"[0.00000000e+00+5.04879656e-06j 0.00000000e+00+2.15515824e-06j
 4.76050634e-06+0.00000000e+00j ... 2.38038421e-02+0.00000000e+00j
 2.38103427e-02+0.00000000e+00j 2.38103662e-02+0.00000000e+00j]","{'O', 'Mn', 'Cd', 'Ba', 'Sr', 'K', 'S', 'Cs', 'Rb', 'Zn'}"
1780,0,Mn72O288Se72,"[0.00000000e+00+5.98394184e-05j 0.00000000e+00+3.62711350e-05j
 5.84402180e-05+0.00000000e+00j ... 1.01536146e-01+0.00000000e+00j
 1.01548797e-01+0.00000000e+00j 1.01549394e-01+0.00000000e+00j]","{'F', 'Ag', 'Be', 'Hg', 'Se', 'Cr', 'As', 'P'}"
1780,1,AgAsF2Mn72O281Se69,"[0.00000000e+00+4.67117711e-05j 0.00000000e+00+2.96779901e-05j
 2.52782115e-05+0.00000000e+00j ... 1.04359707e-01+0.00000000e+00j
 1.04422484e-01+0.00000000e+00j 1.06371600e-01+0.00000000e+00j]","{'F', 'Ag', 'Be', 'Hg', 'Se', 'Cr', 'As', 'P'}"
1780,2,Mn70O282Se69,"[0.00000000e+00+4.53109142e-05j 1.98444822e-05+0.00000000e+00j
 3.56836592e-05+0.00000000e+00j ... 1.62568476e-01+0.00000000e+00j
 1.75496909e-01+0.00000000e+00j 1.79736800e-01+0.00000000e+00j]","{'F', 'Ag', 'Be', 'Hg', 'Se', 'Cr', 'As', 'P'}"
1780,3,AsF2Mn69O279Se69,"[0.        +2.59841743e-03j 0.        +3.35545843e-05j
 0.        +2.16008488e-06j ... 0.11674272+0.00000000e+00j
 0.15668395+0.00000000e+00j 0.17968962+0.00000000e+00j]","{'F', 'Ag', 'Be', 'Hg', 'Se', 'Cr', 'As', 'P'}"
1781,0,Ba108Cl72In72O180,"[0.        +0.00579153j 0.        +0.00579143j 0.        +0.00577493j ...
 0.08117717+0.j         0.08117805+0.j         0.08118101+0.j        ]","{'O', 'La', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1781,1,Ba106Cl69F3In69O172Sb,"[0.00000000e+00+1.88123553e-05j 0.00000000e+00+1.19231734e-05j
 1.79907961e-05+0.00000000e+00j ... 8.06406342e-02+0.00000000e+00j
 8.11170778e-02+0.00000000e+00j 8.23598100e-02+0.00000000e+00j]","{'O', 'La', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1781,2,Ba108Cl73F4In72O174,"[0.        +0.00433082j 0.        +0.00196727j 0.        +0.00166985j ...
 0.08103199+0.j         0.08106912+0.j         0.08127892+0.j        ]","{'O', 'La', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1781,3,Ba107Cl74In71KO177,"[0.        +0.00295172j 0.        +0.00265077j 0.        +0.00156127j ...
 0.08112273+0.j         0.08119111+0.j         0.08132363+0.j        ]","{'O', 'La', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1781,4,Ba105Cl73F2In71KNaO176Rb,"[0.00000000e+00+1.93031559e-05j 0.00000000e+00+1.67186305e-05j
 1.87399512e-05+0.00000000e+00j ... 8.06195607e-02+0.00000000e+00j
 8.13994754e-02+0.00000000e+00j 8.15402061e-02+0.00000000e+00j]","{'O', 'La', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1781,5,Ba107Cl74FIn70O177RbSb,"[0.        +2.49133939e-03j 0.        +1.72587545e-03j
 0.        +1.64979240e-05j ... 0.08152419+0.00000000e+00j
 0.0815709 +0.00000000e+00j 0.08352637+0.00000000e+00j]","{'O', 'La', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1781,6,Ba104Cl73FIn72O174Rb,"[0.        +0.00486126j 0.        +0.00314941j 0.        +0.00072546j ...
 0.08113434+0.j         0.08180636+0.j         0.08360982+0.j        ]","{'O', 'La', 'Cl', 'Sb', 'W', 'K', 'Na', 'Cs', 'Rb', 'F'}"
1784,0,H216Br216,"[0.        +0.15504068j 0.        +0.15492789j 0.        +0.15492768j ...
 0.10773538+0.j         0.10773552+0.j         0.10773641+0.j        ]","{'O', 'Sr', 'N', 'K', 'S', 'Cs', 'Na', 'Se', 'Rb'}"
1785,0,Ag144Ba72Te144,"[0.        +0.00102827j 0.        +0.00102785j 0.        +0.00101685j ...
 0.01617796+0.j         0.01617798+0.j         0.01617802+0.j        ]","{'O', 'Sr', 'Eu', 'Pb', 'K', 'Ag', 'Hg', 'Ac', 'Rb', 'F'}"
1785,1,Ag140Ba69FKO2SrTe137,"[0.        +0.00115449j 0.        +0.00072823j 0.        +0.00071971j ...
 0.03159858+0.j         0.04234488+0.j         0.05043479+0.j        ]","{'O', 'Sr', 'Eu', 'Pb', 'K', 'Ag', 'Hg', 'Ac', 'Rb', 'F'}"
1785,2,Ag142Ba70RbTe137,"[0.        +0.00182432j 0.        +0.00114137j 0.        +0.00107779j ...
 0.01782027+0.j         0.01993681+0.j         0.02064563+0.j        ]","{'O', 'Sr', 'Eu', 'Pb', 'K', 'Ag', 'Hg', 'Ac', 'Rb', 'F'}"
1785,3,Ag145Ba70SrTe142,"[0.        +0.00167276j 0.        +0.00142273j 0.        +0.00138229j ...
 0.01797165+0.j         0.01809889+0.j         0.01849413+0.j        ]","{'O', 'Sr', 'Eu', 'Pb', 'K', 'Ag', 'Hg', 'Ac', 'Rb', 'F'}"
1785,4,Ag139Ba70RbTe140,"[0.        +0.00104599j 0.        +0.00099046j 0.        +0.0008572j  ...
 0.01733922+0.j         0.0177528 +0.j         0.01909611+0.j        ]","{'O', 'Sr', 'Eu', 'Pb', 'K', 'Ag', 'Hg', 'Ac', 'Rb', 'F'}"
1785,5,Ag139Ba71Sr2Te139,"[0.        +7.78459140e-04j 0.        +6.86060834e-04j
 0.        +4.62594017e-06j ... 0.01708117+0.00000000e+00j
 0.01722234+0.00000000e+00j 0.01745489+0.00000000e+00j]","{'O', 'Sr', 'Eu', 'Pb', 'K', 'Ag', 'Hg', 'Ac', 'Rb', 'F'}"
1785,6,Ag143Ba72Te144,"[0.        +0.00107544j 0.        +0.00102888j 0.        +0.00101351j ...
 0.01619692+0.j         0.01635276+0.j         0.01636993+0.j        ]","{'O', 'Sr', 'Eu', 'Pb', 'K', 'Ag', 'Hg', 'Ac', 'Rb', 'F'}"
1787,0,Ag36P72S216Sc36,"[0.00000000e+00+2.10062975e-05j 0.00000000e+00+1.29456983e-05j
 1.76474251e-05+0.00000000e+00j ... 5.65260555e-02+0.00000000e+00j
 5.66706369e-02+0.00000000e+00j 5.66706399e-02+0.00000000e+00j]","{'O', 'Sr', 'La', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
1787,1,Ag35P72S211Sc36,"[0.        +1.29214272e-03j 0.        +2.61586562e-05j
 0.        +7.43525042e-06j ... 0.05933636+0.00000000e+00j
 0.06016649+0.00000000e+00j 0.06023124+0.00000000e+00j]","{'O', 'Sr', 'La', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
1787,2,Ag34F2P72S211Sc36,"[0.        +1.22373104e-03j 0.        +7.65274265e-04j
 0.        +1.76503249e-05j ... 0.06531676+0.00000000e+00j
 0.07280557+0.00000000e+00j 0.07336968+0.00000000e+00j]","{'O', 'Sr', 'La', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
1787,3,Ag35P71S214Sc36,"[0.00000000e+00+1.64748517e-05j 1.56904992e-05+0.00000000e+00j
 1.93698602e-05+0.00000000e+00j ... 5.91817238e-02+0.00000000e+00j
 6.03954968e-02+0.00000000e+00j 6.12444295e-02+0.00000000e+00j]","{'O', 'Sr', 'La', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
1787,4,Ag35P71S209Sc35,"[0.        +0.00183122j 0.        +0.00179632j 0.        +0.00143075j ...
 0.06634737+0.j         0.07465662+0.j         0.0748638 +0.j        ]","{'O', 'Sr', 'La', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
1787,5,Ag36P71S213Sc36,"[0.00000000e+00+2.66281223e-05j 0.00000000e+00+1.69080081e-05j
 1.64012508e-05+0.00000000e+00j ... 5.80872737e-02+0.00000000e+00j
 5.82332467e-02+0.00000000e+00j 5.84207599e-02+0.00000000e+00j]","{'O', 'Sr', 'La', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
1787,6,Ag35P71S216Sc35,"[0.00000000e+00+6.5389435e-06j 2.29719777e-05+0.0000000e+00j
 2.66661583e-05+0.0000000e+00j ... 6.48495361e-02+0.0000000e+00j
 6.50675699e-02+0.0000000e+00j 6.55246803e-02+0.0000000e+00j]","{'O', 'Sr', 'La', 'Eu', 'Cl', 'Pb', 'Br', 'S', 'Ac', 'F'}"
1789,0,Na144Se288,"[0.        +0.00245179j 0.        +0.00245143j 0.        +0.00242625j ...
 0.02625989+0.j         0.0262599 +0.j         0.02638038+0.j        ]","{'O', 'La', 'Cl', 'S', 'Bi', 'Hg', 'Ce', 'F'}"
1790,0,F216Rb216,"[0.        +2.48316141e-05j 0.        +2.06546546e-05j
 0.        +1.54425850e-05j ... 0.02711223+0.00000000e+00j
 0.02711227+0.00000000e+00j 0.02711232+0.00000000e+00j]","{'O', 'Yb', 'Er', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'S', 'Ho'}"
