,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
103,56517,In2Mn2O7_56517.json,"[Species F-, Species Ta5+, Species Cl-, Species Nb5+, Species W6+]","[Species O2-, Species Mn4+, Species O2-, Species Mn4+, Species In3+]","[Species Na+, Species Rh3+, Species K+, Species Cs+, Species Mg2+]","[Species In3+, Species Mn4+, Species In3+, Species In3+, Species In3+]"
104,650595,Ru1Sb1Te1_650595.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
105,90083,Hg2Mo1O4_90083.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
106,637492,Ge1P1_637492.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
107,262402,H3La3O8V1_262402.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
108,52367,Br2Cd1_52367.json,"[Species K+, Species Ge4+, Species Sn4+, Species Rb+, Species Cr3+]","[Species Br-, Species Cd2+, Species Cd2+, Species Br-, Species Cd2+]","[Species O2-, Species S2-, Species Na+, Species O2-, Species Se2-]","[Species Br-, Species Br-, Species Cd2+, Species Cd2+, Species Br-]"
109,190875,I1Li1O4Zn1_190875.json,"[Species F-, Species Si4+, Species Ge4+, Species Si4+, Species Er3+]","[Species O2-, Species Zn2+, Species Zn2+, Species Li+, Species Li+]","[Species Cs+, Species Ba2+, Species Sc3+, Species Ca2+, Species Na+]","[Species I5+, Species I5+, Species I5+, Species I5+, Species Zn2+]"
110,9596,Cr1Cs3F7_9596.json,"[Species Ba2+, Species Sr2+, Species Bi5+, Species As5+, Species Ca2+]","[Species Cs+, Species Cs+, Species Cr4+, Species Cr4+, Species Cs+]","[Species O2-, Species Cd2+, Species Co2+, Species Ca2+, Species Ba2+]","[Species F-, Species Cr4+, Species Cr4+, Species Cr4+, Species Cr4+]"
111,1153,Cu1Na2P1_1153.json,"[Species U6+, Species Hg2+, Species Cd2+, Species Hg2+, Species Tl3+]","[Species Cu+, Species Na+, Species Na+, Species Cu+, Species Na+]","[Species F-, Species O2-, Species N3-, Species F-, Species O2-]","[Species Na+, Species Na+, Species Na+, Species Cu+, Species Cu+]"
112,100849,S4Sb1Tl3_100849.json,"[Species Ba2+, Species Mo6+, Species Sr2+, Species Er3+, Species Ho3+]","[Species Tl+, Species Sb5+, Species Tl+, Species Tl+, Species Tl+]","[Species Na+, Species K+, Species Fe3+, Species Ca2+, Species Mg2+]","[Species Sb5+, Species Sb5+, Species Sb5+, Species Sb5+, Species Sb5+]"
113,80125,As4S4_80125.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
114,426907,Na2P1S3_426907.json,"[Species Ca2+, Species Sb5+, Species Er3+, Species W6+, Species Ho3+]","[Species Na+, Species Na+, Species Na+, Species Na+, Species Na+]","[Species N3-, Species F-, Species P3+, Species Li+, Species O2-]","[Species S2-, Species Na+, Species P4+, Species P4+, Species Na+]"
115,97584,Na2O3Ru1_97584.json,"[Species F-, Species Nb5+, Species Ta5+, Species Ca2+, Species Sb5+]","[Species O2-, Species Ru4+, Species Ru4+, Species Na+, Species Na+]","[Species Fe3+, Species Mn3+, Species Sc3+, Species V3+, Species Mn2+]","[Species Ru4+, Species Ru4+, Species Ru4+, Species Ru4+, Species Ru4+]"
116,650080,Re6S11Sr2_650080.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
117,72991,F14Sr4Zn3_72991.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
118,183902,Bi1Mn1O3_183902.json,"[Species F-, Species Zr4+, Species Se4+, Species Cl-, Species Ru4+]","[Species O2-, Species Mn3+, Species Mn3+, Species O2-, Species Mn3+]","[Species Mn2+, Species Mg2+, Species Na+, Species K+, Species Ni2+]","[Species Mn3+, Species Mn3+, Species Bi3+, Species Bi3+, Species Mn3+]"
119,402642,K3S4Sb1_402642.json,"[Species Ba2+, Species Mo6+, Species Sr2+, Species Cl-, Species Ca2+]","[Species K+, Species Sb5+, Species K+, Species S2-, Species K+]","[Species Na+, Species K+, Species Fe3+, Species Ca2+, Species Mg2+]","[Species Sb5+, Species Sb5+, Species Sb5+, Species Sb5+, Species Sb5+]"
120,81923,Hg1S1_81923.json,"[Species Ge4+, Species Sn4+, Species Cl-, Species V3+, Species Zr4+]","[Species Hg2+, Species Hg2+, Species S2-, Species Hg2+, Species Hg2+]","[Species Cu+, Species N3-, Species O2-, Species Ag+, Species Li+]","[Species Hg2+, Species S2-, Species Hg2+, Species Hg2+, Species Hg2+]"
121,648545,Pb1Se3Tl4_648545.json,"[Species Ba2+, Species Sr2+, Species Er3+, Species Ho3+, Species Bi3+]","[Species Tl+, Species Tl+, Species Tl+, Species Tl+, Species Pb2+]","[Species Cs+, Species Rb+, Species K+, Species N3-, Species Tl+]","[Species Pb2+, Species Pb2+, Species Pb2+, Species Se2-, Species Pb2+]"
122,183887,B2Be2F1K1O6Sr1_183887.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
123,79165,B2Mn1O6Sn1_79165.json,"[Species F-, Species C4+, Species Cl-, Species Ta5+, Species Sc3+]","[Species O2-, Species B3+, Species O2-, Species Sn4+, Species Mn2+]","[Species Na+, Species Co2+, Species Cd2+, Species Li+, Species Fe2+]","[Species Mn2+, Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+]"
124,280293,O4Rb4Sn1_280293.json,"[Species Ba2+, Species F-, Species Sr2+, Species Cl-, Species Ta5+]","[Species Rb+, Species O2-, Species Rb+, Species O2-, Species Sn4+]","[Species Co2+, Species Cd2+, Species Li+, Species Fe2+, Species Ca2+]","[Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+]"
125,249689,Ba2F2Fe2O1S2_249689.json,"[Species F-, Species W6+, Species Sn4+, Species Cl-, Species Cr3+]","[Species O2-, Species Fe2+, Species Fe2+, Species O2-, Species Fe2+]","[Species O2-, Species Cs+, Species Rb+, Species K+, Species Na+]","[Species F-, Species Ba2+, Species Ba2+, Species Ba2+, Species Fe2+]"
126,202786,F6H12Mn1O6Ti1_202786.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
127,172756,Ba1Bi1O3_172756.json,"[Species La3+, Species Ce3+, Species Pr3+, Species Nd3+, Species Pm3+]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+]","[Species K+, Species Rb+, Species Na+, Species Cs+, None]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+, None]"
128,415553,Cs1In1S2_415553.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
129,609867,As2Be2Ca1_609867.json,"[Species Ce3+, Species Pr3+, Species Si4+, Species Cr6+, Species Se6+]","[Species Ca2+, Species Ca2+, Species Be2+, Species Be2+, Species Be2+]","[Species Na+, Species Ag+, Species Hg+, Species Li+, Species Li+]","[Species Ca2+, Species Ca2+, Species Ca2+, Species Ca2+, Species Be2+]"
130,87710,Fe1H2O5V1_87710.json,"[Species F-, Species Cr6+, Species Cl-, Species Sb5+, Species W6+]","[Species O2-, Species V5+, Species O2-, Species Fe3+, Species Fe3+]","[Species Si4+, Species Na+, Species Y3+, Species K+, Species Tb3+]","[Species V5+, Species Fe3+, Species V5+, Species Fe3+, Species V5+]"
131,21010,F1La1Se1_21010.json,"[Species Se4+, Species Ca2+, Species Na+, Species Cl-, Species Li+]","[Species La3+, Species Se2-, Species F-, Species Se2-, Species F-]","[Species O2-, Species Sr2+, Species Ba2+, Species Na+, Species Ca2+]","[Species F-, Species La3+, Species La3+, Species La3+, Species La3+]"
132,160167,H1O5P1Ti1_160167.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
133,80551,Li1O7P2V1_80551.json,"[Species F-, Species Si4+, Species Er3+, Species Re5+, Species Cl-]","[Species O2-, Species Li+, Species Li+, Species V3+, Species O2-]","[Species Na+, Species Rb+, Species O2-, Species Si4+, Species K+]","[Species V3+, Species V3+, Species Li+, Species P5+, Species V3+]"
134,67998,As2Ba2O2Zn3_67998.json,"[Species Zr4+, Species In3+, Species Hf4+, Species K+, Species Ba2+]","[Species Zn2+, Species Zn2+, Species Zn2+, Species O2-, Species O2-]","[Species O2-, Species Li+, Species K+, Species Ag+, Species Tl+]","[Species Ba2+, Species Zn2+, Species Ba2+, Species Ba2+, Species Ba2+]"
135,80909,Al1Cs1F6Pd1_80909.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
136,78932,Cs2Mn3Se4_78932.json,"[Species Ba2+, Species Sr2+, Species Sc3+, Species Ir5+, Species W6+]","[Species Cs+, Species Cs+, Species Mn2+, Species Mn2+, Species Mn2+]","[Species Na+, Species N3-, Species Li+, Species O2-, Species K+]","[Species Mn2+, Species Se2-, Species Mn2+, Species Mn2+, Species Mn2+]"
137,170597,Ca1O4Rh2_170597.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
138,82985,Ba5Nb4O15.json,"[Species F-, Species Cl-, Species W6+, Species La3+, Species Mo6+]","[Species O2-, Species O2-, Species Nb5+, Species Ba2+, Species Nb5+]","[Species Cs+, Species Rb+, Species K+, Species Na+, Species Ti4+]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Nb5+, Species Nb5+]"
139,35597,Ag1In5Se8_35597.json,"[Species In3+, Species W6+, Species Sb5+, Species Ga3+, Species Ba2+]","[Species Ag+, Species In3+, Species In3+, Species Ag+, Species Ag+]","[Species Na+, Species K+, Species O2-, Species N3-, Species Cs+]","[Species In3+, Species In3+, Species Ag+, Species Se2-, Species In3+]"
140,413290,Ag1Bi1Cl2S1_413290.json,"[Species In3+, Species Cl-, Species Ga3+, Species Ba2+, Species K+]","[Species Ag+, Species S2-, Species Ag+, Species Ag+, Species Cl-]","[Species O2-, Species S2-, Species O2-, Species Na+, Species N3-]","[Species Cl-, Species Cl-, Species Ag+, Species Bi3+, Species S2-]"
141,26957,Be1O1_26957.json,"[Species Si4+, Species Ge4+, Species S6+, Species F-, Species Al3+]","[Species Be2+, Species Be2+, Species Be2+, Species O2-, Species Be2+]","[Species Ag+, Species O2-, Species Li+, Species N3-, Species N3-]","[Species Be2+, Species Be2+, Species Be2+, Species O2-, Species Be2+]"
142,66537,Cl5Nb1_66537.json,"[Species W6+, Species K+, Species Mo6+, Species Rb+, Species Na+]","[Species Nb5+, Species Cl-, Species Nb5+, Species Cl-, Species Cl-]","[Species O2-, Species S2-, Species Na+, Species Ti4+, Species Rb+]","[Species Cl-, Species Cl-, Species Nb5+, Species Nb5+, Species Nb5+]"
143,423037,P2S3_423037.json,"[Species P4+, Species Cl-, Species Br-, Species I-, Species F-]","[Species P3+, Species S2-, Species S2-, Species S2-, Species S2-]","[Species Zn2+, Species Tl+, Species N3-, None, None]","[Species P3+, Species P3+, Species S2-, None, None]"
144,41895,K3S4Sb1_41895.json,"[Species Ba2+, Species Mo6+, Species Sr2+, Species Cl-, Species Ca2+]","[Species K+, Species Sb5+, Species K+, Species S2-, Species K+]","[Species Na+, Species K+, Species Fe3+, Species Ca2+, Species Mg2+]","[Species Sb5+, Species Sb5+, Species Sb5+, Species Sb5+, Species Sb5+]"
145,1528,F6K2Re1_1528.json,"[Species Ba2+, Species Sr2+, Species Ca2+, Species La3+, Species Nd3+]","[Species K+, Species K+, Species K+, Species K+, Species K+]","[Species O2-, Species O2-, Species Cl-, Species Ag2+, Species N3-]","[Species F-, Species K+, Species K+, Species Re4+, Species F-]"
146,1999,Ga1O3Y1_1999.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
147,280190,Cs2I6Pd1_280190.json,"[Species Ba2+, Species Sr2+, Species K+, Species Cs+, Species Rb+]","[Species Cs+, Species Cs+, Species I-, Species I-, Species I-]","[Species O2-, Species S2-, Species Cd2+, Species Zn2+, Species Mn2+]","[Species I-, Species I-, Species Pd4+, Species Pd4+, Species Pd4+]"
148,641302,K2Pd1Te2_641302.json,"[Species Pu4+, Species Lu3+, Species Yb3+, Species Ce4+, Species Au3+]","[Species Pd2+, Species Pd2+, Species Pd2+, Species Pd2+, Species Pd2+]","[Species Li+, Species Na+, Species Ag+, Species Hg+, Species F-]","[Species Pd2+, Species Pd2+, Species Pd2+, Species Pd2+, Species Pd2+]"
149,29386,D6Fe1Mg2_29386.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
150,174220,As2Co1_174220.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
151,173557,Be1F2_173557.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
152,15117,Cl3Mo1N1_15117.json,"[Species O2-, Species S2-, Species Se2-, Species F-, Species Li+]","[Species N3-, Species N3-, Species N3-, Species N3-, Species N3-]","[Species O2-, Species Na+, Species K+, Species Sb5+, Species S2-]","[Species Cl-, Species Mo6+, Species Mo6+, Species Mo6+, Species Cl-]"
153,8295,H4N6O1S4_8295.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
154,152086,Al1Li1Si1_152086.json,"[Species Zr4+, Species Zr4+, Species Co2+, Species Zn2+, Species Hf4+]","[Species Li+, Species Al3+, Species Li+, Species Li+, Species Li+]","[Species Li+, Species Co2+, Species Zn2+, Species Mg2+, Species Cu2+]","[Species Al3+, Species Al3+, Species Al3+, Species Al3+, Species Al3+]"
155,81417,Ge1Nb2Te4_81417.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
156,238797,Ca2Cr2O5_238797.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
157,190732,Ag1Bi1O8W2_190732.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
158,245001,Ag3In1O8P2_245001.json,"[Species F-, Species Cl-, Species In3+, Species W6+, Species Sb5+]","[Species O2-, Species O2-, Species Ag+, Species In3+, Species In3+]","[Species Na+, Species K+, Species Si4+, Species O2-, Species Cs+]","[Species In3+, Species In3+, Species P5+, Species Ag+, Species In3+]"
159,413165,Mg1P1Se3_413165.json,"[Species W6+, Species Cr3+, Species Sc3+, Species Sb5+, Species Mo6+]","[Species Mg2+, Species Mg2+, Species Mg2+, Species Mg2+, Species Mg2+]","[Species Na+, Species N3-, Species O2-, Species Li+, Species K+]","[Species Mg2+, Species Se2-, Species Mg2+, Species Mg2+, Species Mg2+]"
160,20388,Cl2K2N4O8Pt1_20388.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
161,642818,Mg2Se4Si1_642818.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
162,409188,P5Y1_409188.json,"[Species Th4+, Species Ce4+, Species Pu4+, Species Po4+, Species Pb4+]","[Species Y3+, Species Y3+, Species Y3+, Species Y3+, Species Y3+]","[Species Mn2+, Species Cd2+, Species Li+, Species Fe2+, Species Ca2+]","[Species Y3+, Species Y3+, Species Y3+, Species Y3+, Species Y3+]"
163,80766,Rb2Se5Sn2_80766.json,"[Species Ba2+, Species Sr2+, Species Ta5+, Species Er3+, Species Ho3+]","[Species Rb+, Species Rb+, Species Sn4+, Species Rb+, Species Rb+]","[Species N3-, Species Co2+, Species Cd2+, Species Li+, Species Fe2+]","[Species Se2-, Species Sn4+, Species Sn4+, Species Sn4+, Species Sn4+]"
164,60108,Cl1F5Ge1O2_60108.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
165,245840,Ca1Cr1O3_245840.json,"[Species F-, Species La3+, Species Bi5+, Species Cl-, Species As5+]","[Species O2-, Species Ca2+, Species Cr4+, Species O2-, Species Cr4+]","[Species Cd2+, Species Na+, Species Co2+, Species Ca2+, Species K+]","[Species Cr4+, Species Ca2+, Species Cr4+, Species Cr4+, Species Ca2+]"
166,9519,F1Na3O4S1_9519.json,"[Species F-, Species Cl7+, Species Ca2+, Species Sb5+, Species Cl-]","[Species O2-, Species S6+, Species Na+, Species Na+, Species O2-]","[Species O2-, Species Be2+, Species P5+, Species B3+, Species Zn2+]","[Species F-, Species S6+, Species S6+, Species S6+, Species S6+]"
167,300105,As2B1K3_300105.json,"[Species Hg2+, Species Cd2+, Species Tl3+, Species Mn2+, Species Te4+]","[Species K+, Species K+, Species K+, Species K+, Species K+]","[Species O2-, Species F-, Species N3-, None, None]","[Species K+, Species K+, Species K+, None, None]"
168,41651,Ba1F2_41651.json,"[Species La3+, Species Nd3+, Species Pr3+, Species Sm3+, Species Na+]","[Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+, Species F-]","[Species O2-, Species Cs+, Species Rb+, Species K+, Species Tl+]","[Species F-, Species Ba2+, Species Ba2+, Species Ba2+, Species Ba2+]"
169,422940,As2Cd1Sr2_422940.json,"[Species Tl3+, Species Te4+, Species Pb4+, Species In3+, Species Zr4+]","[Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+]","[Species Li+, Species Na+, Species Ag+, Species F-, Species K+]","[Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+, Species Cd2+]"
170,61050,Mn3Na2O7_61050.json,"[Species F-, Species Ta5+, Species Ca2+, Species Sb5+, Species Cl-]","[Species O2-, Species Mn4+, Species Na+, Species Na+, Species O2-]","[Species Rh3+, Species Ni2+, Species Mn3+, Species Mn2+, Species Sc3+]","[Species Mn4+, Species Mn4+, Species Mn4+, Species Mn4+, Species Mn4+]"
171,412466,Cl6Hf1Hg3Se2_412466.json,"[Species V5+, Species Ge4+, Species P5+, Species Sn4+, Species V3+]","[Species Hf4+, Species Hg2+, Species Hf4+, Species Hg2+, Species Hg2+]","[Species O2-, Species Cu+, Species Rb+, Species S2-, Species Na+]","[Species Cl-, Species Hg2+, Species Hf4+, Species Cl-, Species Hf4+]"
172,158947,O6Rb1S1V1_158947.json,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
173,170127,C2O4Tl2_170127.json,"[Species F-, Species Ba2+, Species Sr2+, Species Er3+, Species Ho3+]","[Species O2-, Species Tl+, Species Tl+, Species Tl+, Species Tl+]","[Species N3-, Species Cl-, Species N3-, Species I-, Species Br-]","[Species O2-, Species Tl+, Species Tl+, Species Tl+, Species Tl+]"
